,date,location,new_cases,new_deaths,total_cases,total_deaths
4850,2020-03-21,New Caledonia,2,0,2,0
4851,2020-03-22,New Caledonia,2,0,4,0
4852,2020-03-23,New Caledonia,1,0,5,0
4853,2020-03-24,New Caledonia,2,0,7,0
4854,2020-03-25,New Caledonia,2,0,9,0
4855,2020-03-26,New Caledonia,5,0,14,0
4856,2020-03-27,New Caledonia,1,0,15,0
4857,2020-03-28,New Caledonia,0,0,15,0
