,date,location,new_cases,new_deaths,total_cases,total_deaths
4422,2020-03-20,Mauritius,3,0,3,0
4423,2020-03-21,Mauritius,9,0,12,0
4424,2020-03-22,Mauritius,2,1,14,1
4425,2020-03-23,Mauritius,14,1,28,2
4426,2020-03-24,Mauritius,8,0,36,2
4427,2020-03-25,Mauritius,6,0,42,2
4428,2020-03-26,Mauritius,6,0,48,2
4429,2020-03-27,Mauritius,33,0,81,2
4430,2020-03-28,Mauritius,13,0,94,2
