,date,location,new_cases,new_deaths,total_cases,total_deaths
1597,2020-03-13,Curacao,1,0,1,0
1598,2020-03-20,Curacao,2,0,3,0
1599,2020-03-24,Curacao,3,0,6,0
1600,2020-03-26,Curacao,0,1,6,1
1601,2020-03-27,Curacao,1,0,7,1
1602,2020-03-28,Curacao,1,0,8,1
